population
1799.5000000284233
984.5000000253856
7059.500000035399
4713.379999280451
3788.499999995415
4844.899989676313
3767.469999879572
4516.499999937105
2100.930000027935
8116.90000002036
6151.500000030373
5724.50000001432
3798.5000000341747
4128.9000000178485
9781.490000017286
9494.500000012622
7059.50000001311
6233.500000017627
12295.50000003076
4648.500000058397
2411.359999730409
2823.9300000292537
9764.099999946007
3463.50000005682
6082.099999938186
1430.4999995809676
4502.1000004667085
3878.5199999916376
1982.4999999963886
2114.0999999801365
3977.4999999653237
