,name,lng,lat,geometry,x,y
278,毕节市,105.291544,27.283615,POINT (11721001.062917558 3158950.60092289),11721001.06,3158950.601
279,铜仁市,109.189528,27.731555,POINT (12154922.656917885 3215170.9803907787),12154922.66,3215170.98
280,黔西南布依族苗族自治州,104.906419,25.087733,POINT (11678129.144025799 2886524.4998274157),11678129.14,2886524.5
281,黔东南苗族侗族自治州,107.982838,26.583759,POINT (12020594.540572552 3071563.4928245572),12020594.54,3071563.493
282,黔南布依族苗族自治州,107.522303,26.253136,POINT (11969328.018880071 3030466.8508329596),11969328.02,3030466.851
283,昆明市,102.833669,24.88149,POINT (11447391.669484042 2861195.3460424477),11447391.67,2861195.346
284,曲靖市,103.796288,25.490866,POINT (11554549.926391972 2936157.9471131326),11554549.93,2936157.947
285,玉溪市,102.526673,24.346786,POINT (11413217.031088471 2795722.7914554356),11413217.03,2795722.791
286,保山市,99.161489,25.112018,POINT (11038606.461782798 2889509.796045958),11038606.46,2889509.796
287,昭通市,103.717078,27.338185,POINT (11545732.309526237 3165787.4046546835),11545732.31,3165787.405
288,丽江市,100.225936,26.855165,POINT (11157100.159799227 3105388.1539173424),11157100.16,3105388.154
289,普洱市,100.966011,22.825229,POINT (11239484.931948056 2610896.680092593),11239484.93,2610896.68
290,临沧市,100.088837,23.884175,POINT (11141838.36893096 2739300.6670016283),11141838.37,2739300.667
291,楚雄彝族自治州,101.528304,25.045678,POINT (11302079.10238468 2881356.1811614255),11302079.1,2881356.181
292,红河哈尼族彝族自治州,103.374873,23.363129,POINT (11507638.223179325 2675992.418505034),11507638.22,2675992.419
293,文山壮族苗族自治州,104.21567,23.400983,POINT (11601235.317079838 2680583.3158809533),11601235.32,2680583.316
294,西双版纳傣族自治州,100.797002,22.009037,POINT (11220670.936128577 2512610.2691595317),11220670.94,2512610.269
295,大理白族自治州,100.267608,25.606548,POINT (11161739.065619562 2950431.2718602456),11161739.07,2950431.272
296,德宏傣族景颇族自治州,98.585621,24.433146,POINT (10974501.129258657 2806278.365714958),10974501.13,2806278.366
297,怒江傈僳族自治州,98.8566,25.817555,POINT (11004666.373554328 2976501.839878142),11004666.37,2976501.84
298,迪庆藏族自治州,99.70211,27.819149,POINT (11098788.11621495 3226191.690756343),11098788.12,3226191.691
299,拉萨市,91.171924,29.653491,POINT (10149212.154323038 3459086.651573106),10149212.15,3459086.652
300,日喀则市,88.880423,29.266838,POINT (9894123.42985076 3409652.5695312936),9894123.43,3409652.57
301,昌都市,97.170425,31.142879,POINT (10816962.231165979 3651318.636068692),10816962.23,3651318.636
302,林芝市,94.361436,29.64875,POINT (10504267.006042073 3458479.363901575),10504267.01,3458479.364
303,山南市,91.771426,29.237722,POINT (10215948.411692588 3405937.6521452405),10215948.41,3405937.652
304,那曲市,92.05151,31.477905,POINT (10247127.21995193 3694970.9791913014),10247127.22,3694970.979
305,阿里地区,80.105786,32.500987,POINT (8917335.307114942 3829254.112170382),8917335.307,3829254.112
306,西安市,108.939645,34.343207,POINT (12127105.808599992 4074979.96826194),12127105.81,4074979.968
307,铜川市,108.945116,34.897133,POINT (12127714.837534122 4149910.701647006),12127714.84,4149910.702
308,宝鸡市,107.237682,34.362862,POINT (11937644.154090999 4077630.2194180307),11937644.15,4077630.219
309,咸阳市,108.708837,34.329896,POINT (12101412.379568977 4073185.4854830992),12101412.38,4073185.485
310,渭南市,109.470962,34.520632,POINT (12186251.7464898 4098926.2689928426),12186251.75,4098926.269
311,延安市,109.49468,36.650109,POINT (12188892.022172436 4390448.064364611),12188892.02,4390448.064
312,汉中市,107.02319,33.066373,POINT (11913767.013871768 3904117.1864727708),11913767.01,3904117.186
313,榆林市,109.734104,38.28576,POINT (12215544.579936124 4619873.14007736),12215544.58,4619873.14
314,安康市,109.029017,32.685435,POINT (12137054.654131167 3853624.7685627746),12137054.65,3853624.769
315,商洛市,109.918646,33.873358,POINT (12236087.701406097 4011809.749418646),12236087.7,4011809.749
316,兰州市,103.834228,36.060798,POINT (11558773.387872668 4308990.311097469),11558773.39,4308990.311
317,嘉峪关市,98.2882,39.77325,POINT (10941392.37498743 4833046.091740249),10941392.37,4833046.092
318,金昌市,102.187972,38.521468,POINT (11375513.008237297 4653355.936115281),11375513.01,4653355.936
319,白银市,104.138872,36.545123,POINT (11592686.202825895 4375891.043948779),11592686.2,4375891.044
320,天水市,105.724828,34.581514,POINT (11769234.017166432 4107154.9981000824),11769234.02,4107154.998
321,武威市,102.637821,37.92898,POINT (11425589.96985116 4569397.921074657),11425589.97,4569397.921
322,张掖市,100.449858,38.924766,POINT (11182027.042816639 4710900.66992085),11182027.04,4710900.67
323,平凉市,106.664913,35.542417,POINT (11873883.800668826 4237839.956558045),11873883.8,4237839.957
324,酒泉市,98.49432,39.733416,POINT (10964337.54842974 4827278.305470152),10964337.55,4827278.305
325,庆阳市,107.643433,35.709459,POINT (11982812.14879986 4260716.671484052),11982812.15,4260716.671
326,定西市,104.592342,35.607947,POINT (11643166.252315922 4246808.717377213),11643166.25,4246808.717
327,陇南市,104.960296,33.370174,POINT (11684126.704231268 3944542.0791547704),11684126.7,3944542.079
328,临夏回族自治州,103.210386,35.601792,POINT (11489327.614097212 4245966.0012044),11489327.61,4245966.001
329,甘南藏族自治州,102.911736,34.983266,POINT (11456082.048171801 4161607.292773399),11456082.05,4161607.293
330,西宁市,101.777795,36.616621,POINT (11329852.313462185 4385802.574104428),11329852.31,4385802.574
331,海东市,102.41064,36.473448,POINT (11400300.296613254 4365964.173850306),11400300.3,4365964.174
332,海北藏族自治州,100.900944,36.954612,POINT (11232241.706640612 4432782.172248135),11232241.71,4432782.172
333,黄南藏族自治州,102.015397,35.519317,POINT (11356302.047113648 4234680.123440965),11356302.05,4234680.123
334,海南藏族自治州,100.622647,36.296399,POINT (11201261.826311316 4341482.436222712),11201261.83,4341482.436
335,果洛藏族自治州,100.245161,34.472179,POINT (11159240.277009727 4092381.7238354995),11159240.28,4092381.724
336,玉树藏族自治州,97.006292,33.006308,POINT (10798691.029183608 3896141.2748246435),10798691.03,3896141.275
337,海西蒙古族藏族自治州,97.33197,37.348114,POINT (10834945.33830618 4487741.107807872),10834945.34,4487741.108
338,银川市,106.230977,38.487783,POINT (11825578.266111957 4648564.2176027),11825578.27,4648564.218
339,石嘴山市,106.382792,38.984632,POINT (11842478.234606737 4719470.477449098),11842478.23,4719470.477
340,吴忠市,106.198613,37.997755,POINT (11821975.522111923 4579108.674518156),11821975.52,4579108.675
341,固原市,106.24267,36.01628,POINT (11826879.924917802 4302861.706222769),11826879.92,4302861.706
342,中卫市,105.19677,37.500185,POINT (11710450.869497117 4509057.351411059),11710450.87,4509057.351
343,乌鲁木齐市,87.616824,43.825377,POINT (9753460.23260387 5438458.5195244355),9753460.233,5438458.52
344,克拉玛依市,84.889239,45.577712,POINT (9449826.8593085 5712933.6013035625),9449826.859,5712933.601
345,吐鲁番市,89.190374,42.950736,POINT (9928627.017341627 5304476.367405613),9928627.017,5304476.367
346,哈密市,93.515053,42.819346,POINT (10410048.08146599 5284514.765877145),10410048.08,5284514.766
347,昌吉回族自治州,87.308995,44.011044,POINT (9719192.865072468 5467151.426853141),9719192.865,5467151.427
348,博尔塔拉蒙古自治州,82.066363,44.906039,POINT (9135585.740415946 5606741.359028432),9135585.74,5606741.359
349,巴音郭楞蒙古自治州,86.145298,41.764115,POINT (9589650.707594806 5125710.245516166),9589650.708,5125710.246
350,阿克苏地区,80.265068,41.170712,POINT (8935066.498247476 5037554.347095633),8935066.498,5037554.347
351,克孜勒苏柯尔克孜自治州,76.167327,39.714734,POINT (8478908.056724757 4824574.383095008),8478908.057,4824574.383
352,喀什地区,75.989746,39.470492,POINT (8459139.830230197 4789291.3497546865),8459139.83,4789291.35
353,和田地区,79.921646,37.114406,POINT (8896836.93608027 4455065.528178285),8896836.936,4455065.528
354,伊犁哈萨克自治州,81.323691,43.917106,POINT (9052911.871549524 5452623.094341698),9052911.872,5452623.094
355,塔城地区,82.980316,46.745364,POINT (9237326.522984931 5900609.588494796),9237326.523,5900609.588
356,阿勒泰地区,88.141253,47.844924,POINT (9811839.401841097 6081094.380839119),9811839.402,6081094.381
357,石河子市,86.080397,44.305368,POINT (9582425.961322835 5512820.838507766),9582425.961,5512820.839
358,阿拉尔市,81.280532,40.547205,POINT (9048107.433646377 4945782.176313114),9048107.434,4945782.176
359,图木舒克市,79.074965,39.867776,POINT (8802584.838295931 4846746.410848685),8802584.838,4846746.411
360,五家渠市,87.542852,44.166489,POINT (9745225.70723091 5491242.992367487),9745225.707,5491242.992
361,铁门关市,85.670291,41.862997,POINT (9536773.170231568 5140479.100307288),9536773.17,5140479.1
